SN,Commodity,Date,Unit,Minimum,Maximum,Average
168983,Tomato Small(Tunnel),2020-06-18,Kg,30.0,37.0,33.5
169050,Tomato Small(Local),2020-06-19,Kg,15.0,20.0,17.5
169051,Tomato Small(Tunnel),2020-06-19,Kg,28.0,35.0,31.5
169119,Tomato Small(Local),2020-06-20,Kg,15.0,20.0,17.5
169120,Tomato Small(Tunnel),2020-06-20,Kg,27.0,33.0,30.0
169187,Tomato Small(Local),2020-06-21,Kg,15.0,20.0,17.5
169188,Tomato Small(Tunnel),2020-06-21,Kg,27.0,33.0,30.0
169255,Tomato Small(Local),2020-06-22,Kg,15.0,20.0,17.5
169256,Tomato Small(Tunnel),2020-06-22,Kg,27.0,35.0,31.0
169324,Tomato Small(Local),2020-06-23,Kg,15.0,20.0,17.5
169325,Tomato Small(Tunnel),2020-06-23,Kg,27.0,32.0,29.5
169392,Tomato Small(Local),2020-06-24,Kg,15.0,20.0,17.5
169393,Tomato Small(Tunnel),2020-06-24,Kg,25.0,35.0,30.0
169457,Tomato Small(Local),2020-06-25,Kg,15.0,20.0,17.5
169458,Tomato Small(Tunnel),2020-06-25,Kg,25.0,35.0,30.0
169525,Tomato Small(Local),2020-06-26,Kg,25.0,30.0,27.5
169526,Tomato Small(Tunnel),2020-06-26,Kg,30.0,40.0,35.0
169592,Tomato Small(Local),2020-06-27,Kg,25.0,30.0,27.5
169593,Tomato Small(Tunnel),2020-06-27,Kg,30.0,42.0,36.0
169660,Tomato Small(Local),2020-06-28,Kg,25.0,30.0,27.5
169661,Tomato Small(Tunnel),2020-06-28,Kg,30.0,40.0,35.0
169727,Tomato Small(Local),2020-06-29,Kg,20.0,25.0,22.5
169728,Tomato Small(Tunnel),2020-06-29,Kg,28.0,36.0,32.0
169790,Tomato Small(Local),2020-06-30,Kg,20.0,25.0,22.5
169791,Tomato Small(Tunnel),2020-06-30,Kg,25.0,35.0,30.0
169856,Tomato Small(Local),2020-07-01,Kg,15.0,20.0,17.5
169857,Tomato Small(Tunnel),2020-07-01,Kg,25.0,30.0,27.5
169921,Tomato Small(Local),2020-07-02,Kg,10.0,15.0,12.5
169922,Tomato Small(Tunnel),2020-07-02,Kg,20.0,26.0,23.0
169984,Tomato Small(Local),2020-07-03,Kg,10.0,15.0,12.5
169985,Tomato Small(Tunnel),2020-07-03,Kg,20.0,25.0,22.5
170046,Tomato Small(Local),2020-07-04,Kg,10.0,15.0,12.5
170047,Tomato Small(Tunnel),2020-07-04,Kg,18.0,25.0,21.5
170109,Tomato Small(Local),2020-07-05,Kg,15.0,20.0,17.5
170110,Tomato Small(Tunnel),2020-07-05,Kg,18.0,25.0,21.5
170171,Tomato Small(Local),2020-07-06,Kg,15.0,20.0,17.5
170172,Tomato Small(Tunnel),2020-07-06,Kg,18.0,25.0,21.5
170236,Tomato Small(Local),2020-07-07,Kg,15.0,20.0,17.5
170237,Tomato Small(Tunnel),2020-07-07,Kg,18.0,25.0,21.5
170303,Tomato Small(Local),2020-07-08,Kg,15.0,20.0,17.5
170304,Tomato Small(Tunnel),2020-07-08,Kg,17.0,22.0,19.5
170368,Tomato Small(Local),2020-07-09,Kg,12.0,18.0,15.0
170369,Tomato Small(Tunnel),2020-07-09,Kg,16.0,22.0,19.0
170432,Tomato Small(Local),2020-07-10,Kg,12.0,18.0,15.0
170433,Tomato Small(Tunnel),2020-07-10,Kg,16.0,22.0,19.0
170497,Tomato Small(Local),2020-07-11,Kg,10.0,15.0,12.5
170498,Tomato Small(Tunnel),2020-07-11,Kg,15.0,20.0,17.5
170558,Tomato Small(Local),2020-07-13,Kg,10.0,15.0,12.5
170559,Tomato Small(Tunnel),2020-07-13,Kg,15.0,20.0,17.5
170625,Tomato Small(Local),2020-07-14,Kg,10.0,15.0,12.5
170626,Tomato Small(Tunnel),2020-07-14,Kg,15.0,20.0,17.5
170693,Tomato Small(Local),2020-07-15,Kg,10.0,15.0,12.5
170694,Tomato Small(Tunnel),2020-07-15,Kg,15.0,20.0,17.5
170761,Tomato Small(Local),2020-07-16,Kg,10.0,15.0,12.5
170762,Tomato Small(Tunnel),2020-07-16,Kg,15.0,20.0,17.5
170827,Tomato Small(Local),2020-07-17,Kg,12.0,18.0,15.0
170828,Tomato Small(Tunnel),2020-07-17,Kg,18.0,22.0,20.0
170894,Tomato Small(Local),2020-07-18,Kg,13.0,18.0,15.5
170895,Tomato Small(Tunnel),2020-07-18,Kg,16.0,22.0,19.0
170961,Tomato Small(Local),2020-07-19,Kg,12.0,18.0,15.0
170962,Tomato Small(Tunnel),2020-07-19,Kg,18.0,22.0,20.0
171027,Tomato Small(Local),2020-07-20,Kg,12.0,18.0,15.0
171028,Tomato Small(Tunnel),2020-07-20,Kg,18.0,22.0,20.0
171093,Tomato Small(Local),2020-07-21,Kg,15.0,20.0,17.5
171094,Tomato Small(Tunnel),2020-07-21,Kg,15.0,20.0,17.5
171155,Tomato Small(Local),2020-07-22,Kg,15.0,20.0,17.5
171156,Tomato Small(Tunnel),2020-07-22,Kg,15.0,20.0,17.5
171221,Tomato Small(Local),2020-07-23,Kg,15.0,20.0,17.5
171222,Tomato Small(Tunnel),2020-07-23,Kg,15.0,20.0,17.5
171288,Tomato Small(Local),2020-07-24,Kg,18.0,22.0,20.0
171289,Tomato Small(Tunnel),2020-07-24,Kg,18.0,25.0,21.5
171354,Tomato Small(Local),2020-07-25,Kg,25.0,30.0,27.5
171355,Tomato Small(Tunnel),2020-07-25,Kg,30.0,35.0,32.5
171419,Tomato Small(Local),2020-07-26,Kg,28.0,35.0,31.5
171420,Tomato Small(Tunnel),2020-07-26,Kg,40.0,50.0,45.0
171483,Tomato Small(Local),2020-07-27,Kg,35.0,40.0,37.5
171484,Tomato Small(Tunnel),2020-07-27,Kg,48.0,55.0,51.5
171550,Tomato Small(Local),2020-07-28,Kg,40.0,50.0,45.0
171551,Tomato Small(Tunnel),2020-07-28,Kg,58.0,65.0,61.5
171614,Tomato Small(Local),2020-07-29,Kg,40.0,45.0,42.5
171615,Tomato Small(Tunnel),2020-07-29,Kg,55.0,63.0,59.0
171680,Tomato Small(Local),2020-07-30,Kg,45.0,50.0,47.5
171681,Tomato Small(Tunnel),2020-07-30,Kg,56.0,64.0,60.0
171746,Tomato Small(Local),2020-07-31,Kg,45.0,50.0,47.5
171747,Tomato Small(Tunnel),2020-07-31,Kg,56.0,65.0,60.5
171812,Tomato Small(Local),2020-08-01,Kg,40.0,45.0,42.5
171813,Tomato Small(Tunnel),2020-08-01,Kg,56.0,65.0,60.5
171879,Tomato Small(Local),2020-08-02,Kg,40.0,45.0,42.5
171880,Tomato Small(Tunnel),2020-08-02,Kg,56.0,65.0,60.5
171945,Tomato Small(Local),2020-08-03,Kg,45.0,50.0,47.5
171946,Tomato Small(Tunnel),2020-08-03,Kg,55.0,65.0,60.0
172013,Tomato Small(Local),2020-08-04,Kg,40.0,45.0,42.5
172014,Tomato Small(Tunnel),2020-08-04,Kg,55.0,60.0,57.5
172081,Tomato Small(Local),2020-08-05,Kg,40.0,45.0,42.5
172082,Tomato Small(Tunnel),2020-08-05,Kg,50.0,60.0,55.0
172149,Tomato Big(Indian),2020-08-06,Kg,75.0,80.0,77.5
172150,Tomato Small(Local),2020-08-06,Kg,40.0,45.0,42.5
172151,Tomato Small(Tunnel),2020-08-06,Kg,50.0,55.0,52.5
172152,Tomato Small(Indian),2020-08-06,KG,50.0,55.0,52.5
172220,Tomato Big(Nepali),2020-08-07,Kg,75.0,80.0,77.5
172221,Tomato Small(Local),2020-08-07,Kg,35.0,40.0,37.5
172222,Tomato Small(Tunnel),2020-08-07,Kg,45.0,50.0,47.5
172286,Tomato Big(Nepali),2020-08-08,Kg,75.0,80.0,77.5
172287,Tomato Small(Local),2020-08-08,Kg,35.0,40.0,37.5
172288,Tomato Small(Tunnel),2020-08-08,Kg,45.0,50.0,47.5
172354,Tomato Big(Nepali),2020-08-09,Kg,70.0,80.0,75.0
172355,Tomato Small(Local),2020-08-09,Kg,34.0,40.0,37.0
172356,Tomato Small(Tunnel),2020-08-09,Kg,43.0,50.0,46.5
172424,Tomato Big(Nepali),2020-08-10,Kg,75.0,80.0,77.5
172425,Tomato Small(Local),2020-08-10,Kg,30.0,35.0,32.5
172426,Tomato Small(Tunnel),2020-08-10,Kg,38.0,43.0,40.5
172493,Tomato Small(Local),2020-08-11,Kg,28.0,33.0,30.5
172494,Tomato Small(Tunnel),2020-08-11,Kg,35.0,45.0,40.0
172562,Tomato Big(Nepali),2020-08-12,Kg,65.0,70.0,67.5
172563,Tomato Small(Local),2020-08-12,Kg,25.0,30.0,27.5
172564,Tomato Small(Tunnel),2020-08-12,Kg,33.0,38.0,35.5
172628,Tomato Big(Nepali),2020-08-13,Kg,65.0,70.0,67.5
172629,Tomato Small(Local),2020-08-13,Kg,25.0,30.0,27.5
172630,Tomato Small(Tunnel),2020-08-13,Kg,30.0,35.0,32.5
172698,Tomato Big(Nepali),2020-08-14,Kg,65.0,70.0,67.5
172699,Tomato Small(Local),2020-08-14,Kg,25.0,30.0,27.5
172700,Tomato Small(Tunnel),2020-08-14,Kg,30.0,35.0,32.5
172767,Tomato Big(Nepali),2020-08-15,Kg,60.0,70.0,65.0
172768,Tomato Small(Local),2020-08-15,Kg,25.0,30.0,27.5
172769,Tomato Small(Tunnel),2020-08-15,Kg,30.0,35.0,32.5
172833,Tomato Big(Nepali),2020-08-16,Kg,60.0,65.0,62.5
172834,Tomato Small(Local),2020-08-16,Kg,25.0,30.0,27.5
172835,Tomato Small(Tunnel),2020-08-16,Kg,30.0,35.0,32.5
172905,Tomato Big(Nepali),2020-08-17,Kg,60.0,65.0,62.5
172906,Tomato Small(Local),2020-08-17,Kg,35.0,40.0,37.5
172907,Tomato Small(Tunnel),2020-08-17,Kg,35.0,45.0,40.0
172977,Tomato Small(Local),2020-08-18,Kg,45.0,50.0,47.5
172978,Tomato Small(Tunnel),2020-08-18,Kg,58.0,63.0,60.5
173047,Tomato Small(Local),2020-08-19,Kg,55.0,60.0,57.5
173048,Tomato Small(Tunnel),2020-08-19,Kg,63.0,75.0,69.0
173115,Tomato Big(Nepali),2020-08-20,Kg,75.0,80.0,77.5
173116,Tomato Small(Local),2020-08-20,Kg,65.0,70.0,67.5
173117,Tomato Small(Tunnel),2020-08-20,Kg,70.0,75.0,72.5
173186,Tomato Big(Nepali),2020-08-21,Kg,70.0,75.0,72.5
173187,Tomato Small(Local),2020-08-21,Kg,60.0,65.0,62.5
173188,Tomato Small(Tunnel),2020-08-21,Kg,65.0,70.0,67.5
173257,Tomato Big(Nepali),2020-08-22,Kg,75.0,80.0,77.5
173258,Tomato Small(Local),2020-08-22,Kg,60.0,65.0,62.5
173259,Tomato Small(Tunnel),2020-08-22,Kg,65.0,70.0,67.5
173327,Tomato Big(Nepali),2020-08-23,Kg,65.0,70.0,67.5
173328,Tomato Small(Local),2020-08-23,Kg,60.0,65.0,62.5
173329,Tomato Small(Tunnel),2020-08-23,Kg,65.0,70.0,67.5
173395,Tomato Big(Nepali),2020-08-24,Kg,65.0,70.0,67.5
173396,Tomato Small(Local),2020-08-24,Kg,50.0,60.0,55.0
173397,Tomato Small(Tunnel),2020-08-24,Kg,60.0,65.0,62.5
173465,Tomato Big(Nepali),2020-08-25,Kg,65.0,70.0,67.5
173466,Tomato Small(Local),2020-08-25,Kg,50.0,60.0,55.0
173467,Tomato Small(Tunnel),2020-08-25,Kg,60.0,65.0,62.5
173535,Tomato Big(Nepali),2020-08-26,Kg,65.0,70.0,67.5
173536,Tomato Small(Local),2020-08-26,Kg,40.0,50.0,45.0
173537,Tomato Small(Tunnel),2020-08-26,Kg,52.0,60.0,56.0
173602,Tomato Big(Nepali),2020-08-27,Kg,65.0,70.0,67.5
173603,Tomato Small(Local),2020-08-27,Kg,50.0,55.0,52.5
173604,Tomato Small(Tunnel),2020-08-27,Kg,65.0,70.0,67.5
173668,Tomato Big(Nepali),2020-08-28,Kg,70.0,80.0,75.0
173669,Tomato Small(Local),2020-08-28,Kg,75.0,80.0,77.5
173670,Tomato Small(Tunnel),2020-08-28,Kg,85.0,95.0,90.0
173733,Tomato Big(Nepali),2020-08-29,Kg,90.0,100.0,95.0
173734,Tomato Small(Local),2020-08-29,Kg,75.0,80.0,77.5
173735,Tomato Small(Tunnel),2020-08-29,Kg,80.0,95.0,87.5
173795,Tomato Big(Nepali),2020-08-30,Kg,90.0,100.0,95.0
173796,Tomato Small(Local),2020-08-30,Kg,70.0,75.0,72.5
173797,Tomato Small(Tunnel),2020-08-30,Kg,80.0,85.0,82.5
173866,Tomato Big(Nepali),2020-08-31,Kg,100.0,110.0,105.0
173867,Tomato Small(Local),2020-08-31,Kg,65.0,70.0,67.5
173868,Tomato Small(Tunnel),2020-08-31,Kg,78.0,85.0,81.5
173935,Tomato Big(Nepali),2020-09-01,Kg,90.0,100.0,95.0
173936,Tomato Small(Local),2020-09-01,Kg,45.0,50.0,47.5
173937,Tomato Small(Tunnel),2020-09-01,Kg,65.0,70.0,67.5
174006,Tomato Big(Nepali),2020-09-02,Kg,90.0,100.0,95.0
174007,Tomato Small(Local),2020-09-02,Kg,50.0,55.0,52.5
174008,Tomato Small(Tunnel),2020-09-02,Kg,65.0,70.0,67.5
174077,Tomato Big(Nepali),2020-09-03,Kg,95.0,100.0,97.5
174078,Tomato Small(Local),2020-09-03,Kg,50.0,60.0,55.0
174079,Tomato Small(Tunnel),2020-09-03,Kg,65.0,70.0,67.5
174148,Tomato Big(Nepali),2020-09-04,Kg,80.0,90.0,85.0
174149,Tomato Small(Local),2020-09-04,Kg,50.0,60.0,55.0
174150,Tomato Small(Tunnel),2020-09-04,Kg,65.0,70.0,67.5
174218,Tomato Big(Nepali),2020-09-05,Kg,85.0,90.0,87.5
174219,Tomato Small(Local),2020-09-05,Kg,50.0,60.0,55.0
174220,Tomato Small(Tunnel),2020-09-05,Kg,60.0,65.0,62.5
174287,Tomato Big(Nepali),2020-09-06,Kg,80.0,90.0,85.0
174288,Tomato Small(Local),2020-09-06,Kg,50.0,60.0,55.0
174289,Tomato Small(Tunnel),2020-09-06,Kg,65.0,70.0,67.5
174356,Tomato Big(Nepali),2020-09-07,Kg,95.0,100.0,97.5
174357,Tomato Small(Local),2020-09-07,Kg,45.0,50.0,47.5
174358,Tomato Small(Tunnel),2020-09-07,Kg,58.0,63.0,60.5
174426,Tomato Big(Nepali),2020-09-08,Kg,95.0,100.0,97.5
174427,Tomato Small(Local),2020-09-08,Kg,45.0,50.0,47.5
174428,Tomato Small(Tunnel),2020-09-08,Kg,58.0,63.0,60.5
174495,Tomato Big(Nepali),2020-09-09,Kg,90.0,95.0,92.5
174496,Tomato Small(Local),2020-09-09,Kg,40.0,45.0,42.5
174497,Tomato Small(Tunnel),2020-09-09,Kg,50.0,55.0,52.5
174567,Tomato Big(Nepali),2020-09-10,Kg,95.0,100.0,97.5
174568,Tomato Small(Local),2020-09-10,Kg,40.0,45.0,42.5
174569,Tomato Small(Tunnel),2020-09-10,Kg,50.0,55.0,52.5
174639,Tomato Big(Nepali),2020-09-11,Kg,95.0,100.0,97.5
174640,Tomato Small(Local),2020-09-11,Kg,40.0,45.0,42.5
174641,Tomato Small(Tunnel),2020-09-11,Kg,55.0,60.0,57.5
174712,Tomato Big(Nepali),2020-09-12,Kg,90.0,95.0,92.5
174713,Tomato Small(Local),2020-09-12,Kg,50.0,55.0,52.5
174714,Tomato Small(Tunnel),2020-09-12,Kg,58.0,65.0,61.5
174782,Tomato Big(Nepali),2020-09-13,Kg,95.0,100.0,97.5
174783,Tomato Small(Local),2020-09-13,Kg,50.0,60.0,55.0
174784,Tomato Small(Tunnel),2020-09-13,Kg,70.0,75.0,72.5
174854,Tomato Big(Nepali),2020-09-14,Kg,95.0,100.0,97.5
174855,Tomato Small(Local),2020-09-14,Kg,70.0,75.0,72.5
174856,Tomato Small(Tunnel),2020-09-14,Kg,90.0,95.0,92.5
174926,Tomato Big(Nepali),2020-09-15,Kg,95.0,100.0,97.5
174927,Tomato Small(Local),2020-09-15,Kg,75.0,80.0,77.5
174928,Tomato Small(Tunnel),2020-09-15,Kg,90.0,95.0,92.5
174999,Tomato Big(Nepali),2020-09-16,Kg,90.0,100.0,95.0
175000,Tomato Small(Local),2020-09-16,Kg,75.0,80.0,77.5
175001,Tomato Small(Tunnel),2020-09-16,Kg,80.0,90.0,85.0
175072,Tomato Big(Nepali),2020-09-17,Kg,110.0,120.0,115.0
175073,Tomato Small(Local),2020-09-17,Kg,90.0,100.0,95.0
175074,Tomato Small(Tunnel),2020-09-17,Kg,100.0,110.0,105.0
175145,Tomato Small(Local),2020-09-18,Kg,95.0,100.0,97.5
175146,Tomato Small(Tunnel),2020-09-18,Kg,105.0,110.0,107.5
175213,Tomato Big(Nepali),2020-09-19,Kg,95.0,100.0,97.5
175214,Tomato Small(Local),2020-09-19,Kg,80.0,85.0,82.5
175215,Tomato Small(Tunnel),2020-09-19,Kg,100.0,110.0,105.0
175285,Tomato Big(Nepali),2020-09-20,Kg,95.0,100.0,97.5
175286,Tomato Small(Local),2020-09-20,Kg,85.0,90.0,87.5
175287,Tomato Small(Tunnel),2020-09-20,Kg,95.0,100.0,97.5
175354,Tomato Big(Nepali),2020-09-21,Kg,85.0,90.0,87.5
175355,Tomato Small(Local),2020-09-21,Kg,80.0,85.0,82.5
175356,Tomato Small(Tunnel),2020-09-21,Kg,90.0,100.0,95.0
175425,Tomato Big(Nepali),2020-09-22,Kg,85.0,90.0,87.5
175426,Tomato Small(Local),2020-09-22,Kg,80.0,90.0,85.0
175427,Tomato Small(Tunnel),2020-09-22,Kg,95.0,100.0,97.5
175494,Tomato Big(Nepali),2020-09-23,Kg,85.0,90.0,87.5
175495,Tomato Small(Local),2020-09-23,Kg,80.0,85.0,82.5
175496,Tomato Small(Tunnel),2020-09-23,Kg,90.0,100.0,95.0
175564,Tomato Big(Nepali),2020-09-24,Kg,85.0,90.0,87.5
175565,Tomato Small(Local),2020-09-24,Kg,80.0,85.0,82.5
175566,Tomato Small(Tunnel),2020-09-24,Kg,90.0,95.0,92.5
175636,Tomato Big(Nepali),2020-09-25,Kg,85.0,90.0,87.5
175637,Tomato Small(Local),2020-09-25,Kg,85.0,90.0,87.5
175638,Tomato Small(Tunnel),2020-09-25,Kg,100.0,110.0,105.0
175710,Tomato Big(Nepali),2020-09-26,Kg,80.0,90.0,85.0
175711,Tomato Small(Local),2020-09-26,Kg,75.0,80.0,77.5
175712,Tomato Small(Tunnel),2020-09-26,Kg,90.0,95.0,92.5
175783,Tomato Big(Nepali),2020-09-27,Kg,85.0,90.0,87.5
175784,Tomato Small(Local),2020-09-27,Kg,65.0,70.0,67.5
175785,Tomato Small(Tunnel),2020-09-27,Kg,85.0,95.0,90.0
175855,Tomato Big(Nepali),2020-09-28,Kg,90.0,95.0,92.5
175856,Tomato Small(Local),2020-09-28,Kg,75.0,85.0,80.0
175857,Tomato Small(Tunnel),2020-09-28,Kg,90.0,95.0,92.5
175926,Tomato Big(Nepali),2020-09-29,Kg,85.0,90.0,87.5
175927,Tomato Small(Local),2020-09-29,Kg,90.0,95.0,92.5
175928,Tomato Small(Tunnel),2020-09-29,Kg,100.0,105.0,102.5
175994,Tomato Big(Nepali),2020-09-30,Kg,75.0,80.0,77.5
175995,Tomato Small(Local),2020-09-30,Kg,70.0,75.0,72.5
175996,Tomato Small(Tunnel),2020-09-30,Kg,80.0,85.0,82.5
176066,Tomato Big(Nepali),2020-10-01,Kg,60.0,65.0,62.5
176067,Tomato Small(Local),2020-10-01,Kg,60.0,65.0,62.5
176068,Tomato Small(Tunnel),2020-10-01,Kg,70.0,75.0,72.5
176069,Tomato Small(Indian),2020-10-01,KG,60.0,65.0,62.5
176140,Tomato Big(Nepali),2020-10-02,Kg,55.0,60.0,57.5
176141,Tomato Small(Local),2020-10-02,Kg,45.0,50.0,47.5
176142,Tomato Small(Tunnel),2020-10-02,Kg,60.0,70.0,65.0
176204,Tomato Big(Nepali),2020-10-03,Kg,45.0,50.0,47.5
176205,Tomato Small(Local),2020-10-03,Kg,45.0,50.0,47.5
176206,Tomato Small(Tunnel),2020-10-03,Kg,55.0,65.0,60.0
176273,Tomato Big(Nepali),2020-10-04,Kg,45.0,50.0,47.5
176274,Tomato Small(Local),2020-10-04,Kg,45.0,50.0,47.5
176275,Tomato Small(Tunnel),2020-10-04,Kg,55.0,60.0,57.5
176342,Tomato Big(Nepali),2020-10-05,Kg,40.0,45.0,42.5
176343,Tomato Small(Local),2020-10-05,Kg,35.0,40.0,37.5
176344,Tomato Small(Tunnel),2020-10-05,Kg,45.0,55.0,50.0
176411,Tomato Big(Nepali),2020-10-06,Kg,40.0,45.0,42.5
176412,Tomato Small(Local),2020-10-06,Kg,35.0,40.0,37.5
176413,Tomato Small(Tunnel),2020-10-06,Kg,40.0,48.0,44.0
176485,Tomato Big(Nepali),2020-10-07,Kg,40.0,45.0,42.5
176486,Tomato Small(Local),2020-10-07,Kg,35.0,40.0,37.5
176487,Tomato Small(Tunnel),2020-10-07,Kg,45.0,48.0,46.5
176554,Tomato Big(Nepali),2020-10-08,Kg,40.0,45.0,42.5
176555,Tomato Small(Local),2020-10-08,Kg,35.0,40.0,37.5
176556,Tomato Small(Tunnel),2020-10-08,Kg,40.0,50.0,45.0
176626,Tomato Big(Nepali),2020-10-09,Kg,40.0,50.0,45.0
176627,Tomato Small(Local),2020-10-09,Kg,40.0,45.0,42.5
176628,Tomato Small(Tunnel),2020-10-09,Kg,40.0,50.0,45.0
176697,Tomato Big(Nepali),2020-10-10,Kg,40.0,50.0,45.0
176698,Tomato Small(Local),2020-10-10,Kg,40.0,45.0,42.5
176699,Tomato Small(Tunnel),2020-10-10,Kg,40.0,50.0,45.0
176769,Tomato Big(Nepali),2020-10-11,Kg,50.0,60.0,55.0
176770,Tomato Small(Local),2020-10-11,Kg,45.0,50.0,47.5
176771,Tomato Small(Tunnel),2020-10-11,Kg,50.0,60.0,55.0
176840,Tomato Big(Nepali),2020-10-12,Kg,80.0,90.0,85.0
176841,Tomato Small(Local),2020-10-12,Kg,65.0,70.0,67.5
176842,Tomato Small(Tunnel),2020-10-12,Kg,75.0,80.0,77.5
176913,Tomato Big(Nepali),2020-10-13,Kg,75.0,80.0,77.5
176914,Tomato Small(Local),2020-10-13,Kg,75.0,80.0,77.5
176915,Tomato Small(Tunnel),2020-10-13,Kg,80.0,85.0,82.5
176984,Tomato Big(Nepali),2020-10-14,Kg,70.0,75.0,72.5
176985,Tomato Small(Local),2020-10-14,Kg,60.0,70.0,65.0
176986,Tomato Small(Tunnel),2020-10-14,Kg,70.0,80.0,75.0
177057,Tomato Big(Nepali),2020-10-15,Kg,70.0,80.0,75.0
177058,Tomato Small(Local),2020-10-15,Kg,55.0,60.0,57.5
177059,Tomato Small(Tunnel),2020-10-15,Kg,65.0,70.0,67.5
177128,Tomato Big(Nepali),2020-10-16,Kg,70.0,80.0,75.0
177129,Tomato Small(Local),2020-10-16,Kg,65.0,70.0,67.5
177130,Tomato Small(Tunnel),2020-10-16,Kg,70.0,80.0,75.0
177197,Tomato Big(Nepali),2020-10-17,Kg,70.0,80.0,75.0
177198,Tomato Small(Local),2020-10-17,Kg,60.0,70.0,65.0
177199,Tomato Small(Tunnel),2020-10-17,Kg,70.0,80.0,75.0
177266,Tomato Big(Nepali),2020-10-18,Kg,70.0,80.0,75.0
177267,Tomato Small(Local),2020-10-18,Kg,60.0,65.0,62.5
177268,Tomato Small(Tunnel),2020-10-18,Kg,65.0,75.0,70.0
177334,Tomato Big(Nepali),2020-10-19,Kg,65.0,70.0,67.5
177335,Tomato Small(Local),2020-10-19,Kg,55.0,60.0,57.5
177336,Tomato Small(Tunnel),2020-10-19,Kg,85.0,95.0,90.0
177400,Tomato Big(Nepali),2020-10-20,Kg,65.0,70.0,67.5
177401,Tomato Small(Local),2020-10-20,Kg,60.0,65.0,62.5
177402,Tomato Small(Tunnel),2020-10-20,Kg,70.0,80.0,75.0
177475,Tomato Big(Nepali),2020-10-21,Kg,65.0,70.0,67.5
177476,Tomato Small(Local),2020-10-21,Kg,70.0,80.0,75.0
177477,Tomato Small(Tunnel),2020-10-21,Kg,70.0,83.0,76.5
177556,Tomato Big(Nepali),2020-10-22,Kg,70.0,80.0,75.0
177557,Tomato Small(Local),2020-10-22,Kg,75.0,85.0,80.0
177558,Tomato Small(Tunnel),2020-10-22,Kg,75.0,90.0,82.5
177638,Tomato Big(Indian),2020-10-23,Kg,70.0,80.0,75.0
177639,Tomato Small(Local),2020-10-23,Kg,70.0,80.0,75.0
177640,Tomato Small(Tunnel),2020-10-23,Kg,80.0,90.0,85.0
177716,Tomato Big(Nepali),2020-10-24,Kg,75.0,80.0,77.5
177717,Tomato Small(Local),2020-10-24,Kg,75.0,85.0,80.0
177718,Tomato Small(Tunnel),2020-10-24,Kg,88.0,100.0,94.0
177795,Tomato Big(Indian),2020-10-25,Kg,100.0,110.0,105.0
177796,Tomato Small(Local),2020-10-25,Kg,100.0,115.0,107.5
177797,Tomato Small(Tunnel),2020-10-25,Kg,100.0,115.0,107.5
177859,Tomato Big(Indian),2020-10-26,Kg,85.0,90.0,87.5
177860,Tomato Small(Local),2020-10-26,Kg,90.0,100.0,95.0
177861,Tomato Small(Tunnel),2020-10-26,Kg,90.0,100.0,95.0
177901,Tomato Big(Indian),2020-10-27,Kg,85.0,90.0,87.5
177902,Tomato Small(Local),2020-10-27,Kg,70.0,80.0,75.0
177903,Tomato Small(Tunnel),2020-10-27,Kg,70.0,80.0,75.0
177961,Tomato Big(Indian),2020-10-28,Kg,75.0,80.0,77.5
177962,Tomato Small(Local),2020-10-28,Kg,60.0,65.0,62.5
177963,Tomato Small(Tunnel),2020-10-28,Kg,60.0,68.0,64.0
178036,Tomato Big(Indian),2020-10-29,Kg,60.0,70.0,65.0
178037,Tomato Small(Local),2020-10-29,Kg,45.0,55.0,50.0
178038,Tomato Small(Tunnel),2020-10-29,Kg,55.0,65.0,60.0
178113,Tomato Big(Indian),2020-10-30,Kg,70.0,80.0,75.0
178114,Tomato Small(Local),2020-10-30,Kg,45.0,50.0,47.5
178115,Tomato Small(Tunnel),2020-10-30,Kg,50.0,60.0,55.0
178194,Tomato Big(Indian),2020-10-31,Kg,75.0,80.0,77.5
178195,Tomato Small(Local),2020-10-31,Kg,50.0,55.0,52.5
178196,Tomato Small(Tunnel),2020-10-31,Kg,60.0,70.0,65.0
178275,Tomato Big(Nepali),2020-11-01,Kg,75.0,80.0,77.5
178276,Tomato Small(Local),2020-11-01,Kg,55.0,60.0,57.5
178277,Tomato Small(Tunnel),2020-11-01,Kg,70.0,80.0,75.0
178351,Tomato Big(Nepali),2020-11-02,Kg,65.0,70.0,67.5
178352,Tomato Small(Local),2020-11-02,Kg,45.0,55.0,50.0
178353,Tomato Small(Tunnel),2020-11-02,Kg,65.0,75.0,70.0
178436,Tomato Big(Indian),2020-11-03,Kg,65.0,70.0,67.5
178437,Tomato Small(Local),2020-11-03,Kg,42.0,50.0,46.0
178438,Tomato Small(Tunnel),2020-11-03,Kg,60.0,70.0,65.0
178518,Tomato Big(Indian),2020-11-04,Kg,65.0,70.0,67.5
178519,Tomato Small(Local),2020-11-04,Kg,55.0,62.0,58.5
178520,Tomato Small(Tunnel),2020-11-04,Kg,62.0,72.0,67.0
178604,Tomato Big(Indian),2020-11-05,Kg,65.0,70.0,67.5
178605,Tomato Small(Local),2020-11-05,Kg,50.0,55.0,52.5
178606,Tomato Small(Tunnel),2020-11-05,Kg,65.0,75.0,70.0
178689,Tomato Big(Indian),2020-11-06,Kg,65.0,70.0,67.5
178690,Tomato Small(Local),2020-11-06,Kg,42.0,50.0,46.0
