SN,Commodity,Date,Unit,Minimum,Maximum,Average
13272,Tomato Small(Local),2014-02-10,Kg,25.0,30.0,27.5
13346,Tomato Big(Nepali),2014-02-11,Kg,30.0,35.0,32.5
13347,Tomato Small(Local),2014-02-11,Kg,25.0,30.0,27.5
13420,Tomato Big(Nepali),2014-02-12,Kg,30.0,35.0,32.5
13421,Tomato Small(Local),2014-02-12,Kg,25.0,30.0,27.5
13497,Tomato Big(Nepali),2014-02-13,Kg,25.0,30.0,27.5
13498,Tomato Small(Local),2014-02-13,Kg,24.0,28.0,26.0
13573,Tomato Big(Nepali),2014-02-14,Kg,20.0,25.0,22.5
13574,Tomato Small(Local),2014-02-14,Kg,25.0,30.0,27.5
13649,Tomato Big(Nepali),2014-02-16,Kg,30.0,35.0,32.5
13650,Tomato Small(Local),2014-02-16,Kg,25.0,32.0,28.5
13725,Tomato Big(Nepali),2014-02-17,Kg,25.0,30.0,27.5
13726,Tomato Small(Local),2014-02-17,Kg,28.0,32.0,30.0
13801,Tomato Big(Nepali),2014-02-18,Kg,35.0,40.0,37.5
13802,Tomato Small(Local),2014-02-18,Kg,30.0,35.0,32.5
13878,Tomato Big(Nepali),2014-02-20,Kg,30.0,35.0,32.5
13879,Tomato Small(Local),2014-02-20,Kg,34.0,38.0,36.0
13954,Tomato Big(Nepali),2014-02-21,Kg,30.0,35.0,32.5
13955,Tomato Small(Local),2014-02-21,Kg,28.0,35.0,31.5
14030,Tomato Big(Nepali),2014-02-23,Kg,25.0,30.0,27.5
14031,Tomato Small(Local),2014-02-23,Kg,25.0,30.0,27.5
14110,Tomato Big(Nepali),2014-02-24,Kg,25.0,30.0,27.5
14111,Tomato Small(Local),2014-02-24,Kg,32.0,36.0,34.0
14190,Tomato Big(Nepali),2014-02-25,Kg,25.0,30.0,27.5
14191,Tomato Small(Local),2014-02-25,Kg,30.0,35.0,32.5
14270,Tomato Big(Nepali),2014-02-26,Kg,25.0,30.0,27.5
14271,Tomato Small(Local),2014-02-26,Kg,28.0,34.0,31.0
14350,Tomato Big(Nepali),2014-02-28,Kg,30.0,35.0,32.5
14351,Tomato Small(Local),2014-02-28,Kg,32.0,38.0,35.0
14430,Tomato Big(Nepali),2014-03-03,Kg,40.0,45.0,42.5
14431,Tomato Small(Local),2014-03-03,Kg,50.0,60.0,55.0
14509,Tomato Big(Nepali),2014-03-05,Kg,40.0,45.0,42.5
14510,Tomato Small(Local),2014-03-05,Kg,45.0,52.0,48.5
14587,Tomato Big(Nepali),2014-03-06,Kg,35.0,40.0,37.5
14588,Tomato Small(Local),2014-03-06,Kg,45.0,50.0,47.5
14665,Tomato Big(Nepali),2014-03-07,Kg,35.0,40.0,37.5
14666,Tomato Small(Local),2014-03-07,Kg,45.0,50.0,47.5
14745,Tomato Big(Nepali),2014-03-09,Kg,30.0,35.0,32.5
14746,Tomato Small(Local),2014-03-09,Kg,45.0,50.0,47.5
14826,Tomato Big(Nepali),2014-03-10,Kg,30.0,35.0,32.5
14827,Tomato Small(Local),2014-03-10,Kg,40.0,45.0,42.5
14905,Tomato Big(Nepali),2014-03-11,Kg,35.0,40.0,37.5
14906,Tomato Small(Local),2014-03-11,Kg,45.0,50.0,47.5
14984,Tomato Big(Nepali),2014-03-12,Kg,30.0,35.0,32.5
14985,Tomato Small(Local),2014-03-12,Kg,45.0,50.0,47.5
15063,Tomato Big(Nepali),2014-03-13,Kg,40.0,45.0,42.5
15064,Tomato Small(Local),2014-03-13,Kg,52.0,58.0,55.0
15145,Tomato Big(Nepali),2014-03-14,Kg,40.0,45.0,42.5
15146,Tomato Small(Local),2014-03-14,Kg,52.0,58.0,55.0
15226,Tomato Big(Nepali),2014-03-17,Kg,35.0,40.0,37.5
15227,Tomato Small(Local),2014-03-17,Kg,50.0,55.0,52.5
15306,Tomato Big(Nepali),2014-03-18,Kg,30.0,35.0,32.5
15307,Tomato Small(Local),2014-03-18,Kg,30.0,36.0,33.0
15385,Tomato Big(Nepali),2014-03-19,Kg,30.0,35.0,32.5
15386,Tomato Small(Local),2014-03-19,Kg,35.0,40.0,37.5
15462,Tomato Big(Nepali),2014-03-20,Kg,35.0,40.0,37.5
15463,Tomato Small(Local),2014-03-20,Kg,40.0,45.0,42.5
15539,Tomato Big(Nepali),2014-03-21,Kg,35.0,40.0,37.5
15540,Tomato Small(Local),2014-03-21,Kg,35.0,40.0,37.5
15618,Tomato Big(Nepali),2014-03-23,Kg,30.0,35.0,32.5
15619,Tomato Small(Local),2014-03-23,Kg,25.0,30.0,27.5
15695,Tomato Big(Nepali),2014-03-24,Kg,35.0,40.0,37.5
15696,Tomato Small(Local),2014-03-24,Kg,30.0,35.0,32.5
15773,Tomato Big(Nepali),2014-03-25,Kg,35.0,40.0,37.5
15774,Tomato Small(Local),2014-03-25,Kg,35.0,40.0,37.5
15855,Tomato Big(Nepali),2014-03-26,Kg,30.0,35.0,32.5
15856,Tomato Small(Local),2014-03-26,Kg,42.0,48.0,45.0
15936,Tomato Big(Nepali),2014-03-27,Kg,30.0,35.0,32.5
15937,Tomato Small(Local),2014-03-27,Kg,40.0,45.0,42.5
16018,Tomato Big(Nepali),2014-03-28,Kg,30.0,35.0,32.5
16019,Tomato Small(Local),2014-03-28,Kg,40.0,45.0,42.5
16100,Tomato Big(Nepali),2014-03-31,Kg,34.0,40.0,37.0
16101,Tomato Small(Local),2014-03-31,Kg,35.0,45.0,40.0
16178,Tomato Big(Nepali),2014-04-01,Kg,30.0,36.0,33.0
16179,Tomato Small(Local),2014-04-01,Kg,34.0,40.0,37.0
16256,Tomato Big(Nepali),2014-04-02,Kg,28.0,30.0,29.0
16257,Tomato Small(Local),2014-04-02,Kg,36.0,45.0,40.5
16332,Tomato Big(Nepali),2014-04-03,Kg,30.0,35.0,32.5
16333,Tomato Small(Local),2014-04-03,Kg,38.0,45.0,41.5
16410,Tomato Big(Nepali),2014-04-04,Kg,30.0,35.0,32.5
16411,Tomato Small(Local),2014-04-04,Kg,38.0,45.0,41.5
16487,Tomato Big(Nepali),2014-04-06,Kg,30.0,35.0,32.5
16488,Tomato Small(Local),2014-04-06,Kg,40.0,46.0,43.0
16564,Tomato Big(Nepali),2014-04-07,Kg,30.0,35.0,32.5
16565,Tomato Small(Local),2014-04-07,Kg,40.0,45.0,42.5
16641,Tomato Big(Nepali),2014-04-09,Kg,35.0,40.0,37.5
16642,Tomato Small(Local),2014-04-09,Kg,38.0,42.0,40.0
16722,Tomato Big(Nepali),2014-04-10,Kg,35.0,40.0,37.5
16723,Tomato Small(Local),2014-04-10,Kg,30.0,40.0,35.0
16805,Tomato Big(Nepali),2014-04-11,Kg,30.0,35.0,32.5
16806,Tomato Small(Local),2014-04-11,Kg,40.0,45.0,42.5
16888,Tomato Big(Nepali),2014-04-13,Kg,35.0,40.0,37.5
16889,Tomato Small(Local),2014-04-13,Kg,45.0,50.0,47.5
16970,Tomato Big(Nepali),2014-04-15,Kg,30.0,35.0,32.5
16971,Tomato Small(Local),2014-04-15,Kg,40.0,45.0,42.5
17052,Tomato Big(Nepali),2014-04-16,Kg,30.0,35.0,32.5
17053,Tomato Small(Local),2014-04-16,Kg,38.0,42.0,40.0
17133,Tomato Big(Nepali),2014-04-17,Kg,30.0,35.0,32.5
17134,Tomato Small(Local),2014-04-17,Kg,35.0,40.0,37.5
17214,Tomato Big(Nepali),2014-04-18,Kg,25.0,30.0,27.5
17215,Tomato Small(Local),2014-04-18,Kg,34.0,36.0,35.0
17295,Tomato Big(Nepali),2014-04-20,Kg,20.0,25.0,22.5
17296,Tomato Small(Local),2014-04-20,Kg,35.0,40.0,37.5
17374,Tomato Big(Nepali),2014-04-21,Kg,20.0,25.0,22.5
17375,Tomato Small(Local),2014-04-21,Kg,30.0,35.0,32.5
17453,Tomato Big(Nepali),2014-04-22,Kg,30.0,35.0,32.5
17454,Tomato Small(Local),2014-04-22,Kg,35.0,40.0,37.5
17530,Tomato Big(Nepali),2014-04-23,Kg,30.0,35.0,32.5
17531,Tomato Small(Local),2014-04-23,Kg,32.0,36.0,34.0
17607,Tomato Big(Nepali),2014-04-25,Kg,25.0,30.0,27.5
17608,Tomato Small(Local),2014-04-25,Kg,30.0,35.0,32.5
17684,Tomato Big(Nepali),2014-04-27,Kg,30.0,35.0,32.5
17685,Tomato Small(Local),2014-04-27,Kg,32.0,36.0,34.0
17761,Tomato Big(Nepali),2014-04-28,Kg,30.0,35.0,32.5
17762,Tomato Small(Local),2014-04-28,Kg,32.0,36.0,34.0
17839,Tomato Big(Nepali),2014-04-29,Kg,25.0,30.0,27.5
17840,Tomato Small(Local),2014-04-29,Kg,28.0,32.0,30.0
17918,Tomato Big(Nepali),2014-04-30,Kg,30.0,32.0,31.0
17919,Tomato Small(Local),2014-04-30,Kg,30.0,35.0,32.5
17997,Tomato Big(Nepali),2014-05-02,Kg,30.0,35.0,32.5
17998,Tomato Small(Local),2014-05-02,Kg,28.0,32.0,30.0
18077,Tomato Big(Nepali),2014-05-04,Kg,30.0,35.0,32.5
18078,Tomato Small(Local),2014-05-04,Kg,25.0,30.0,27.5
18155,Tomato Big(Nepali),2014-05-05,Kg,20.0,25.0,22.5
18156,Tomato Small(Local),2014-05-05,Kg,18.0,24.0,21.0
18232,Tomato Big(Nepali),2014-05-06,Kg,20.0,25.0,22.5
18233,Tomato Small(Local),2014-05-06,Kg,15.0,20.0,17.5
18310,Tomato Big(Nepali),2014-05-07,Kg,14.0,18.0,16.0
18311,Tomato Small(Local),2014-05-07,Kg,12.0,15.0,13.5
18388,Tomato Big(Nepali),2014-05-08,Kg,18.0,22.0,20.0
18389,Tomato Small(Local),2014-05-08,Kg,14.0,18.0,16.0
18465,Tomato Big(Nepali),2014-05-09,Kg,20.0,25.0,22.5
18466,Tomato Small(Local),2014-05-09,Kg,15.0,20.0,17.5
18543,Tomato Big(Nepali),2014-05-11,Kg,18.0,22.0,20.0
18544,Tomato Small(Local),2014-05-11,Kg,15.0,20.0,17.5
18619,Tomato Big(Nepali),2014-05-12,Kg,18.0,20.0,19.0
18620,Tomato Small(Local),2014-05-12,Kg,24.0,28.0,26.0
18695,Tomato Big(Nepali),2014-05-13,Kg,20.0,22.0,21.0
18696,Tomato Small(Local),2014-05-13,Kg,24.0,28.0,26.0
18771,Tomato Big(Nepali),2014-05-15,Kg,20.0,25.0,22.5
18772,Tomato Small(Local),2014-05-15,Kg,20.0,25.0,22.5
18846,Tomato Big(Nepali),2014-05-16,Kg,25.0,30.0,27.5
18847,Tomato Small(Local),2014-05-16,Kg,30.0,35.0,32.5
18920,Tomato Big(Nepali),2014-05-18,Kg,25.0,30.0,27.5
18921,Tomato Small(Local),2014-05-18,Kg,25.0,30.0,27.5
18995,Tomato Big(Nepali),2014-05-19,Kg,20.0,25.0,22.5
18996,Tomato Small(Local),2014-05-19,Kg,22.0,26.0,24.0
19070,Tomato Big(Nepali),2014-05-20,Kg,18.0,22.0,20.0
19071,Tomato Small(Local),2014-05-20,Kg,20.0,25.0,22.5
19146,Tomato Big(Nepali),2014-05-21,Kg,20.0,22.0,21.0
19147,Tomato Small(Local),2014-05-21,Kg,15.0,20.0,17.5
19221,Tomato Big(Nepali),2014-05-22,Kg,15.0,20.0,17.5
19222,Tomato Small(Local),2014-05-22,Kg,14.0,18.0,16.0
19294,Tomato Big(Nepali),2014-05-23,Kg,18.0,20.0,19.0
19295,Tomato Small(Local),2014-05-23,Kg,15.0,20.0,17.5
19366,Tomato Big(Nepali),2014-05-25,Kg,15.0,20.0,17.5
19367,Tomato Small(Local),2014-05-25,Kg,16.0,22.0,19.0
19438,Tomato Big(Nepali),2014-05-26,Kg,18.0,22.0,20.0
19439,Tomato Small(Local),2014-05-26,Kg,20.0,25.0,22.5
19512,Tomato Big(Nepali),2014-05-27,Kg,20.0,25.0,22.5
19513,Tomato Small(Local),2014-05-27,Kg,20.0,25.0,22.5
19585,Tomato Big(Nepali),2014-05-28,Kg,25.0,30.0,27.5
19586,Tomato Small(Local),2014-05-28,Kg,24.0,28.0,26.0
19658,Tomato Big(Nepali),2014-05-30,Kg,25.0,30.0,27.5
19659,Tomato Small(Local),2014-05-30,Kg,20.0,25.0,22.5
19729,Tomato Big(Nepali),2014-06-01,Kg,20.0,25.0,22.5
19730,Tomato Small(Local),2014-06-01,Kg,25.0,30.0,27.5
19801,Tomato Big(Nepali),2014-06-02,Kg,25.0,30.0,27.5
19802,Tomato Small(Local),2014-06-02,Kg,28.0,32.0,30.0
19871,Tomato Big(Nepali),2014-06-03,Kg,28.0,30.0,29.0
19872,Tomato Small(Local),2014-06-03,Kg,30.0,35.0,32.5
19944,Tomato Big(Nepali),2014-06-04,Kg,32.0,36.0,34.0
19945,Tomato Small(Local),2014-06-04,Kg,35.0,40.0,37.5
20016,Tomato Big(Nepali),2014-06-05,Kg,35.0,40.0,37.5
20017,Tomato Small(Local),2014-06-05,Kg,44.0,48.0,46.0
20088,Tomato Big(Nepali),2014-06-06,Kg,32.0,36.0,34.0
20089,Tomato Small(Local),2014-06-06,Kg,40.0,45.0,42.5
20160,Tomato Big(Nepali),2014-06-08,Kg,28.0,30.0,29.0
20161,Tomato Small(Local),2014-06-08,Kg,40.0,45.0,42.5
20232,Tomato Big(Nepali),2014-06-09,Kg,25.0,30.0,27.5
20233,Tomato Small(Local),2014-06-09,Kg,35.0,40.0,37.5
20303,Tomato Big(Nepali),2014-06-10,Kg,25.0,30.0,27.5
20304,Tomato Small(Local),2014-06-10,Kg,30.0,36.0,33.0
20377,Tomato Big(Nepali),2014-06-11,Kg,20.0,25.0,22.5
20378,Tomato Small(Local),2014-06-11,Kg,26.0,32.0,29.0
20451,Tomato Big(Nepali),2014-06-12,Kg,20.0,25.0,22.5
20452,Tomato Small(Local),2014-06-12,Kg,24.0,30.0,27.0
20525,Tomato Big(Nepali),2014-06-13,Kg,25.0,30.0,27.5
20526,Tomato Small(Local),2014-06-13,Kg,25.0,30.0,27.5
20597,Tomato Big(Nepali),2014-06-15,Kg,20.0,25.0,22.5
20598,Tomato Small(Local),2014-06-15,Kg,22.0,26.0,24.0
20671,Tomato Big(Nepali),2014-06-16,Kg,20.0,25.0,22.5
20672,Tomato Small(Local),2014-06-16,Kg,18.0,22.0,20.0
20743,Tomato Big(Nepali),2014-06-17,Kg,20.0,25.0,22.5
20744,Tomato Small(Local),2014-06-17,Kg,18.0,22.0,20.0
20815,Tomato Big(Nepali),2014-06-18,Kg,18.0,22.0,20.0
20816,Tomato Small(Local),2014-06-18,Kg,15.0,20.0,17.5
20888,Tomato Big(Nepali),2014-06-19,Kg,18.0,22.0,20.0
20889,Tomato Small(Local),2014-06-19,Kg,14.0,18.0,16.0
20960,Tomato Big(Nepali),2014-06-20,Kg,20.0,25.0,22.5
20961,Tomato Small(Local),2014-06-20,Kg,14.0,20.0,17.0
21033,Tomato Big(Nepali),2014-06-23,Kg,20.0,25.0,22.5
21034,Tomato Small(Local),2014-06-23,Kg,18.0,20.0,19.0
21104,Tomato Big(Nepali),2014-06-24,Kg,20.0,25.0,22.5
21105,Tomato Small(Local),2014-06-24,Kg,14.0,18.0,16.0
21173,Tomato Big(Nepali),2014-06-25,Kg,20.0,25.0,22.5
21174,Tomato Small(Local),2014-06-25,Kg,18.0,22.0,20.0
21243,Tomato Big(Nepali),2014-06-26,Kg,20.0,25.0,22.5
21244,Tomato Small(Local),2014-06-26,Kg,18.0,24.0,21.0
21313,Tomato Big(Nepali),2014-06-27,Kg,25.0,30.0,27.5
21314,Tomato Small(Local),2014-06-27,Kg,22.0,28.0,25.0
21383,Tomato Big(Nepali),2014-06-29,Kg,25.0,30.0,27.5
21384,Tomato Small(Local),2014-06-29,Kg,20.0,25.0,22.5
21439,Tomato Big(Nepali),2014-06-30,Kg,20.0,26.0,23.0
21440,Tomato Small(Local),2014-06-30,Kg,16.0,20.0,18.0
21509,Tomato Big(Nepali),2014-07-01,Kg,22.0,25.0,23.5
21510,Tomato Small(Local),2014-07-01,Kg,16.0,20.0,18.0
21578,Tomato Big(Nepali),2014-07-02,Kg,22.0,25.0,23.5
21579,Tomato Small(Local),2014-07-02,Kg,14.0,18.0,16.0
21642,Tomato Big(Nepali),2014-07-03,Kg,20.0,24.0,22.0
21643,Tomato Small(Local),2014-07-03,Kg,15.0,20.0,17.5
21708,Tomato Big(Nepali),2014-07-04,Kg,20.0,22.0,21.0
21709,Tomato Small(Local),2014-07-04,Kg,14.0,18.0,16.0
21772,Tomato Big(Nepali),2014-07-05,Kg,20.0,24.0,22.0
21773,Tomato Small(Local),2014-07-05,Kg,14.0,18.0,16.0
21836,Tomato Big(Nepali),2014-07-06,Kg,20.0,22.0,21.0
21837,Tomato Small(Local),2014-07-06,Kg,14.0,16.0,15.0
21900,Tomato Big(Nepali),2014-07-07,Kg,18.0,22.0,20.0
21901,Tomato Small(Local),2014-07-07,Kg,14.0,18.0,16.0
21963,Tomato Big(Nepali),2014-07-08,Kg,16.0,20.0,18.0
21964,Tomato Small(Local),2014-07-08,Kg,12.0,16.0,14.0
22026,Tomato Big(Nepali),2014-07-09,Kg,18.0,22.0,20.0
22027,Tomato Small(Local),2014-07-09,Kg,12.0,16.0,14.0
22089,Tomato Big(Nepali),2014-07-10,Kg,16.0,20.0,18.0
22090,Tomato Small(Local),2014-07-10,Kg,12.0,16.0,14.0
22151,Tomato Big(Nepali),2014-07-11,Kg,18.0,20.0,19.0
22152,Tomato Small(Local),2014-07-11,Kg,12.0,16.0,14.0
22216,Tomato Big(Nepali),2014-07-12,Kg,16.0,18.0,17.0
22217,Tomato Small(Local),2014-07-12,Kg,10.0,14.0,12.0
22278,Tomato Big(Nepali),2014-07-13,Kg,16.0,20.0,18.0
22279,Tomato Small(Local),2014-07-13,Kg,12.0,18.0,15.0
22340,Tomato Big(Nepali),2014-07-14,Kg,18.0,20.0,19.0
22341,Tomato Small(Local),2014-07-14,Kg,10.0,15.0,12.5
22402,Tomato Big(Nepali),2014-07-15,Kg,15.0,18.0,16.5
22403,Tomato Small(Local),2014-07-15,Kg,10.0,15.0,12.5
22467,Tomato Big(Nepali),2014-07-16,Kg,16.0,20.0,18.0
22468,Tomato Small(Local),2014-07-16,Kg,10.0,15.0,12.5
22531,Tomato Big(Nepali),2014-07-17,Kg,16.0,20.0,18.0
22532,Tomato Small(Local),2014-07-17,Kg,12.0,15.0,13.5
22596,Tomato Big(Nepali),2014-07-18,Kg,25.0,30.0,27.5
22597,Tomato Small(Local),2014-07-18,Kg,15.0,20.0,17.5
22662,Tomato Big(Nepali),2014-07-19,Kg,25.0,30.0,27.5
22663,Tomato Small(Local),2014-07-19,Kg,15.0,20.0,17.5
22724,Tomato Big(Nepali),2014-07-20,Kg,24.0,25.0,24.5
22725,Tomato Small(Local),2014-07-20,Kg,18.0,20.0,19.0
22789,Tomato Big(Nepali),2014-07-21,Kg,26.0,28.0,27.0
22790,Tomato Small(Local),2014-07-21,Kg,15.0,20.0,17.5
22855,Tomato Big(Nepali),2014-07-22,Kg,25.0,30.0,27.5
22856,Tomato Small(Local),2014-07-22,Kg,15.0,20.0,17.5
22922,Tomato Big(Nepali),2014-07-23,Kg,25.0,30.0,27.5
22923,Tomato Small(Local),2014-07-23,Kg,15.0,20.0,17.5
22988,Tomato Big(Nepali),2014-07-24,Kg,28.0,30.0,29.0
22989,Tomato Small(Local),2014-07-24,Kg,25.0,28.0,26.5
23055,Tomato Big(Nepali),2014-07-25,Kg,32.0,34.0,33.0
23056,Tomato Small(Local),2014-07-25,Kg,28.0,30.0,29.0
23122,Tomato Big(Nepali),2014-07-26,Kg,35.0,40.0,37.5
23123,Tomato Small(Local),2014-07-26,Kg,35.0,40.0,37.5
23189,Tomato Big(Nepali),2014-07-27,Kg,35.0,40.0,37.5
23190,Tomato Small(Local),2014-07-27,Kg,35.0,40.0,37.5
23256,Tomato Big(Nepali),2014-07-28,Kg,40.0,45.0,42.5
23257,Tomato Small(Local),2014-07-28,Kg,34.0,38.0,36.0
23324,Tomato Big(Nepali),2014-07-29,Kg,40.0,45.0,42.5
23325,Tomato Small(Local),2014-07-29,Kg,32.0,36.0,34.0
23392,Tomato Big(Nepali),2014-07-30,Kg,45.0,50.0,47.5
23393,Tomato Small(Local),2014-07-30,Kg,30.0,35.0,32.5
23460,Tomato Big(Nepali),2014-07-31,Kg,45.0,50.0,47.5
23461,Tomato Small(Local),2014-07-31,Kg,34.0,36.0,35.0
23528,Tomato Big(Nepali),2014-08-01,Kg,45.0,50.0,47.5
23529,Tomato Small(Local),2014-08-01,Kg,32.0,36.0,34.0
23595,Tomato Big(Nepali),2014-08-02,Kg,40.0,45.0,42.5
23596,Tomato Small(Local),2014-08-02,Kg,32.0,36.0,34.0
23658,Tomato Big(Nepali),2014-08-03,Kg,40.0,45.0,42.5
23659,Tomato Small(Local),2014-08-03,Kg,30.0,34.0,32.0
23723,Tomato Big(Nepali),2014-08-04,Kg,50.0,55.0,52.5
23724,Tomato Small(Local),2014-08-04,Kg,28.0,34.0,31.0
23789,Tomato Big(Nepali),2014-08-05,Kg,50.0,55.0,52.5
23790,Tomato Small(Local),2014-08-05,Kg,28.0,32.0,30.0
23855,Tomato Big(Nepali),2014-08-06,Kg,45.0,50.0,47.5
23856,Tomato Small(Local),2014-08-06,Kg,28.0,32.0,30.0
23921,Tomato Big(Nepali),2014-08-07,Kg,40.0,45.0,42.5
23922,Tomato Small(Local),2014-08-07,Kg,30.0,34.0,32.0
23987,Tomato Big(Nepali),2014-08-08,Kg,45.0,50.0,47.5
23988,Tomato Small(Local),2014-08-08,Kg,24.0,28.0,26.0
24054,Tomato Big(Nepali),2014-08-09,Kg,40.0,45.0,42.5
24055,Tomato Small(Local),2014-08-09,Kg,24.0,28.0,26.0
24120,Tomato Big(Nepali),2014-08-10,Kg,45.0,50.0,47.5
24121,Tomato Small(Local),2014-08-10,Kg,22.0,26.0,24.0
24186,Tomato Big(Nepali),2014-08-11,Kg,40.0,45.0,42.5
24187,Tomato Small(Local),2014-08-11,Kg,26.0,30.0,28.0
24252,Tomato Big(Nepali),2014-08-12,Kg,40.0,45.0,42.5
24253,Tomato Small(Local),2014-08-12,Kg,24.0,28.0,26.0
24319,Tomato Big(Nepali),2014-08-13,Kg,40.0,45.0,42.5
24320,Tomato Small(Local),2014-08-13,Kg,25.0,28.0,26.5
24386,Tomato Big(Nepali),2014-08-14,Kg,35.0,40.0,37.5
24387,Tomato Small(Local),2014-08-14,Kg,25.0,28.0,26.5
24453,Tomato Big(Nepali),2014-08-15,Kg,40.0,45.0,42.5
24454,Tomato Small(Local),2014-08-15,Kg,28.0,32.0,30.0
24513,Tomato Big(Nepali),2014-08-16,Kg,34.0,36.0,35.0
24514,Tomato Small(Local),2014-08-16,Kg,32.0,36.0,34.0
24574,Tomato Big(Nepali),2014-08-17,Kg,34.0,36.0,35.0
24575,Tomato Small(Local),2014-08-17,Kg,30.0,34.0,32.0
24638,Tomato Big(Nepali),2014-08-18,Kg,40.0,45.0,42.5
24639,Tomato Small(Local),2014-08-18,Kg,34.0,38.0,36.0
24703,Tomato Big(Nepali),2014-08-19,Kg,40.0,45.0,42.5
24704,Tomato Small(Local),2014-08-19,Kg,35.0,40.0,37.5
24768,Tomato Big(Nepali),2014-08-20,Kg,45.0,50.0,47.5
24769,Tomato Small(Local),2014-08-20,Kg,42.0,46.0,44.0
24831,Tomato Big(Nepali),2014-08-21,Kg,40.0,45.0,42.5
24832,Tomato Small(Local),2014-08-21,Kg,50.0,55.0,52.5
24896,Tomato Big(Nepali),2014-08-22,Kg,60.0,70.0,65.0
24897,Tomato Small(Local),2014-08-22,Kg,50.0,55.0,52.5
24961,Tomato Big(Nepali),2014-08-23,Kg,55.0,60.0,57.5
24962,Tomato Small(Local),2014-08-23,Kg,44.0,48.0,46.0
25023,Tomato Big(Nepali),2014-08-24,Kg,55.0,60.0,57.5
25024,Tomato Small(Local),2014-08-24,Kg,50.0,55.0,52.5
25085,Tomato Big(Nepali),2014-08-25,Kg,65.0,70.0,67.5
25086,Tomato Small(Local),2014-08-25,Kg,52.0,56.0,54.0
25147,Tomato Big(Nepali),2014-08-26,Kg,65.0,70.0,67.5
25148,Tomato Small(Local),2014-08-26,Kg,60.0,65.0,62.5
25210,Tomato Big(Nepali),2014-08-27,Kg,65.0,70.0,67.5
25211,Tomato Small(Local),2014-08-27,Kg,58.0,64.0,61.0
25274,Tomato Big(Nepali),2014-08-28,Kg,65.0,70.0,67.5
25275,Tomato Small(Local),2014-08-28,Kg,52.0,56.0,54.0
25339,Tomato Big(Nepali),2014-08-29,Kg,65.0,70.0,67.5
25340,Tomato Small(Local),2014-08-29,Kg,54.0,58.0,56.0
25405,Tomato Small(Local),2014-08-31,Kg,40.0,55.0,47.5
25468,Tomato Big(Nepali),2014-09-01,Kg,70.0,80.0,75.0
25469,Tomato Small(Local),2014-09-01,Kg,38.0,44.0,41.0
25533,Tomato Big(Nepali),2014-09-02,Kg,65.0,70.0,67.5
25534,Tomato Small(Local),2014-09-02,Kg,38.0,42.0,40.0
25597,Tomato Big(Nepali),2014-09-03,Kg,55.0,60.0,57.5
25598,Tomato Small(Local),2014-09-03,Kg,36.0,42.0,39.0
25660,Tomato Big(Nepali),2014-09-04,Kg,55.0,60.0,57.5
25661,Tomato Small(Local),2014-09-04,Kg,35.0,40.0,37.5
25728,Tomato Big(Nepali),2014-09-05,Kg,50.0,55.0,52.5
25729,Tomato Small(Local),2014-09-05,Kg,28.0,35.0,31.5
25793,Tomato Big(Nepali),2014-09-06,Kg,45.0,50.0,47.5
25794,Tomato Small(Local),2014-09-06,Kg,28.0,34.0,31.0
25859,Tomato Big(Nepali),2014-09-07,Kg,50.0,60.0,55.0
25860,Tomato Small(Local),2014-09-07,Kg,22.0,30.0,26.0
25923,Tomato Big(Nepali),2014-09-08,Kg,45.0,50.0,47.5
25924,Tomato Small(Local),2014-09-08,Kg,25.0,30.0,27.5
25987,Tomato Big(Nepali),2014-09-09,Kg,35.0,40.0,37.5
25988,Tomato Small(Local),2014-09-09,Kg,22.0,28.0,25.0
26054,Tomato Big(Nepali),2014-09-10,Kg,35.0,40.0,37.5
26055,Tomato Small(Local),2014-09-10,Kg,22.0,26.0,24.0
26123,Tomato Big(Nepali),2014-09-11,Kg,35.0,40.0,37.5
26124,Tomato Small(Local),2014-09-11,Kg,25.0,30.0,27.5
26192,Tomato Big(Nepali),2014-09-12,Kg,35.0,40.0,37.5
26193,Tomato Small(Local),2014-09-12,Kg,28.0,32.0,30.0
26261,Tomato Big(Nepali),2014-09-13,Kg,35.0,40.0,37.5
26262,Tomato Small(Local),2014-09-13,Kg,25.0,28.0,26.5
26330,Tomato Big(Nepali),2014-09-14,Kg,50.0,60.0,55.0
26331,Tomato Small(Local),2014-09-14,Kg,30.0,35.0,32.5
26390,Tomato Small(Local),2014-09-15,Kg,46.0,52.0,49.0
26456,Tomato Big(Nepali),2014-09-16,Kg,55.0,60.0,57.5
26457,Tomato Small(Local),2014-09-16,Kg,46.0,52.0,49.0
26523,Tomato Small(Local),2014-09-17,Kg,45.0,50.0,47.5
26590,Tomato Big(Nepali),2014-09-18,Kg,60.0,65.0,62.5
26591,Tomato Small(Local),2014-09-18,Kg,46.0,52.0,49.0
26657,Tomato Small(Local),2014-09-19,Kg,50.0,60.0,55.0
26724,Tomato Big(Nepali),2014-09-20,Kg,60.0,70.0,65.0
26725,Tomato Small(Local),2014-09-20,Kg,55.0,65.0,60.0
26792,Tomato Big(Nepali),2014-09-21,Kg,60.0,70.0,65.0
26793,Tomato Small(Local),2014-09-21,Kg,60.0,75.0,67.5
26860,Tomato Big(Nepali),2014-09-22,Kg,55.0,60.0,57.5
26861,Tomato Small(Local),2014-09-22,Kg,55.0,60.0,57.5
